sku,product_name,category,supplier,stock_quantity,sales_speed_per_day,expiry_date,warehouse_location,price_rub,reorder_point
TFH-000441,Чай B-606,Продукты питания,ЗАО 'СкладСервис',975,1.0,2026-12-29,Ряд 18-Стеллаж 15,4369.39,23
MMA-000442,Пила A-42,Инструменты,Торговый дом 'Восточный',893,0.1,2029-05-30,Ряд 19-Стеллаж 10,45692.05,0
ZTN-000443,Пила B-136,Инструменты,ООО 'ОптТорг',403,0.5,2030-09-13,Ряд 16-Стеллаж 16,4200.42,3
JGZ-000444,Наушники B-809,Электроника,ТД 'Универсал',685,0.5,2028-04-19,Ряд 15-Стеллаж 30,38603.16,14
WQS-000445,Монитор Lite-590,Электроника,ЗАО 'СкладСервис',72,0.5,2028-05-06,Ряд 10-Стеллаж 28,37656.76,14
UUC-000446,Ручка C-376,Канцтовары,Торговый дом 'Восточный',954,0.1,2028-06-14,Ряд 4-Стеллаж 25,18311.26,2
EOB-000447,Словарь Max-780,Книги,Группа 'Мегаполис',141,10.0,2028-09-04,Ряд 4-Стеллаж 42,23950.75,250
FJG-000448,Лоток Max-846,Зоотовары,АО 'РегионСнаб',283,0.1,2030-11-21,Ряд 17-Стеллаж 34,41486.51,2
NHQ-000449,Поводок A-112,Зоотовары,Торговый дом 'Восточный',828,5.0,NULL,Ряд 15-Стеллаж 6,4054.51,60
ECD-000450,Чай Max-661,Продукты питания,Группа 'Мегаполис',533,5.0,NULL,Ряд 18-Стеллаж 9,23721.55,100
AEA-000451,Шампунь Pro-312,Бытовая химия,ООО 'ОптТорг',660,0.5,2029-12-29,Ряд 16-Стеллаж 38,33309.47,11
OXH-000452,Тональный крем B-729,Косметика,Группа 'Мегаполис',495,0.5,2027-04-19,Ряд 5-Стеллаж 23,14254.88,6
NEE-000453,Фантастика B-452,Книги,Торговый дом 'Восточный',926,1.0,2026-05-30,Ряд 8-Стеллаж 8,2105.52,17
GEO-000454,Планшет A-943,Электроника,ЗАО 'СкладСервис',324,5.0,2026-09-15,Ряд 15-Стеллаж 35,48774.51,120
AYT-000455,Шина Lite-683,Автотовары,ООО 'ИмпортТрейд',159,0.1,2031-01-04,Ряд 11-Стеллаж 42,35287.3,2
DOX-000456,Дворники B-457,Автотовары,ООО 'ИмпортТрейд',705,0.1,2028-12-11,Ряд 18-Стеллаж 8,15438.71,1
JIP-000457,Стиральный порошок Lite-404,Бытовая химия,ИП Петрова,539,0.1,2027-09-18,Ряд 1-Стеллаж 6,26943.69,2
FIP-000458,Планшет C-457,Электроника,ЗАО 'СкладСервис',369,0.5,2030-03-28,Ряд 13-Стеллаж 24,658.93,9
WCS-000459,Дворники Lite-89,Автотовары,Торговый дом 'Восточный',425,2.0,2027-08-16,Ряд 14-Стеллаж 47,44826.62,22
DHZ-000460,Велосипед B-570,Спорттовары,ООО 'ИмпортТрейд',67,5.0,2028-08-29,Ряд 1-Стеллаж 27,31958.36,75
MOX-000461,Шампунь B-28,Бытовая химия,ИП Иванов,852,0.5,2029-11-09,Ряд 19-Стеллаж 20,24730.32,15
UEH-000462,Игрушка A-123,Зоотовары,ЗАО 'СкладСервис',483,0.1,2030-07-03,Ряд 6-Стеллаж 32,45344.32,2
TMZ-000463,Картина Max-590,Товары для дома,Торговый дом 'Восточный',370,1.0,2029-08-11,Ряд 16-Стеллаж 45,40923.13,18
AGP-000464,Макароны A-297,Продукты питания,ООО 'ИмпортТрейд',472,2.0,2026-09-07,Ряд 6-Стеллаж 4,13669.88,40
HQB-000465,Мыло A-548,Бытовая химия,ЗАО 'СкладСервис',187,2.0,2029-12-21,Ряд 11-Стеллаж 44,40003.87,30
PVA-000466,Гантели Lite-629,Спорттовары,Компания 'Логистик',381,2.0,2029-01-28,Ряд 4-Стеллаж 14,7770.02,28
RYV-000467,Энциклопедия C-708,Книги,ООО 'ОптТорг',719,2.0,2028-08-04,Ряд 4-Стеллаж 9,46174.32,44
JVX-000468,Одеяло Max-146,Товары для дома,ООО 'ОптТорг',781,5.0,2026-08-11,Ряд 1-Стеллаж 48,40737.98,70
RHF-000469,Футболка A-813,Одежда,АО 'РегионСнаб',707,2.0,NULL,Ряд 16-Стеллаж 49,21590.81,26
RPM-000470,Духи Max-360,Косметика,ООО 'Поставщик+',67,0.5,2028-11-09,Ряд 20-Стеллаж 14,29400.77,6
ADT-000471,Крем Lite-223,Косметика,ИП Петрова,356,0.5,2029-07-09,Ряд 17-Стеллаж 37,3463.44,12
SZE-000472,Велосипед Max-981,Спорттовары,ООО 'Поставщик+',996,1.0,2028-07-30,Ряд 16-Стеллаж 24,34921.74,12
CVZ-000473,Пила C-722,Инструменты,Группа 'Мегаполис',526,0.1,2029-12-04,Ряд 4-Стеллаж 30,5560.29,1
HSC-000474,Фильтр A-917,Автотовары,АО 'Торговый дом',394,0.1,2030-08-27,Ряд 8-Стеллаж 36,20393.75,2
VMR-000475,Кофе A-760,Продукты питания,ООО 'Поставщик+',690,0.5,2031-02-04,Ряд 3-Стеллаж 8,7211.21,9
YZB-000476,Мыло Max-966,Бытовая химия,ООО 'ИмпортТрейд',205,1.0,NULL,Ряд 14-Стеллаж 47,24980.55,29
KMP-000477,Отвертка A-102,Инструменты,ТД 'Универсал',523,0.1,NULL,Ряд 9-Стеллаж 32,24888.83,2
TVM-000478,Монитор Pro-812,Электроника,ИП Иванов,391,1.0,NULL,Ряд 20-Стеллаж 40,4861.86,9
MHM-000479,Велосипед Pro-471,Спорттовары,Компания 'Логистик',555,0.5,2028-05-04,Ряд 14-Стеллаж 8,19212.31,8
AER-000480,Помада Max-568,Косметика,Торговый дом 'Восточный',168,0.5,2026-08-15,Ряд 13-Стеллаж 32,38212.36,12
ROM-000481,Макароны A-29,Продукты питания,ООО 'ОптТорг',57,0.5,2030-04-13,Ряд 20-Стеллаж 44,17670.55,8
PDJ-000482,Энциклопедия A-678,Книги,ИП Петрова,27,2.0,2028-09-16,Ряд 14-Стеллаж 23,49597.68,40
GGI-000483,Платье Lite-528,Одежда,Торговый дом 'Восточный',67,2.0,2028-04-10,Ряд 18-Стеллаж 21,1917.01,56
XGS-000484,Посуда Pro-515,Товары для дома,ООО 'Поставщик+',324,0.5,2028-09-17,Ряд 16-Стеллаж 7,34558.66,6
VRE-000485,Тушь Lite-412,Косметика,ООО 'ИмпортТрейд',992,0.5,2028-08-02,Ряд 18-Стеллаж 14,14403.41,4
UQY-000486,Энциклопедия A-668,Книги,ИП Петрова,97,1.0,2027-05-09,Ряд 19-Стеллаж 34,23789.65,13
VNH-000487,Игрушка A-643,Зоотовары,ООО 'ОптТорг',320,0.1,NULL,Ряд 17-Стеллаж 30,33594.43,2
SWO-000488,Стиральный порошок Lite-206,Бытовая химия,ЗАО 'СкладСервис',985,2.0,NULL,Ряд 18-Стеллаж 40,42646.09,40
JDD-000489,Игрушка C-704,Зоотовары,Компания 'Логистик',864,0.5,2028-07-10,Ряд 7-Стеллаж 27,13383.39,8
PKC-000490,Стиральный порошок B-164,Бытовая химия,ООО 'Поставщик+',251,2.0,2028-06-19,Ряд 16-Стеллаж 36,49565.09,40
HAU-000491,Тушь Lite-306,Косметика,ЗАО 'СкладСервис',563,0.1,2030-11-21,Ряд 1-Стеллаж 4,42986.22,0
WXK-000492,Ручка Lite-681,Канцтовары,ЗАО 'СкладСервис',673,2.0,2028-12-13,Ряд 8-Стеллаж 8,28570.12,46
VYY-000493,Помада Max-762,Косметика,ТД 'Универсал',905,0.1,NULL,Ряд 11-Стеллаж 22,41625.09,3
GKD-000494,Консервы C-559,Продукты питания,Группа 'Мегаполис',993,0.1,NULL,Ряд 19-Стеллаж 4,24543.41,1
LRZ-000495,Консервы Max-940,Продукты питания,ООО 'ИмпортТрейд',486,1.0,2027-03-23,Ряд 20-Стеллаж 3,42081.57,28
UGO-000496,Тушь C-93,Косметика,ЗАО 'СкладСервис',981,1.0,NULL,Ряд 8-Стеллаж 29,19454.13,19
YTH-000497,Чай Max-423,Продукты питания,ТД 'Универсал',646,0.5,2028-05-09,Ряд 9-Стеллаж 6,41168.73,11
YIK-000498,Джинсы Max-455,Одежда,ИП Иванов,715,0.1,2029-12-30,Ряд 15-Стеллаж 45,1416.18,0
UDK-000499,Игрушка Lite-703,Зоотовары,Компания 'Логистик',321,1.0,NULL,Ряд 17-Стеллаж 46,48484.75,27
KYL-000500,Детектив Pro-968,Книги,ИП Иванов,266,0.1,2029-09-29,Ряд 7-Стеллаж 6,20754.1,1
VOA-000501,Смартфон Pro-633,Электроника,ООО 'ОптТорг',662,1.0,2027-06-01,Ряд 15-Стеллаж 13,13126.07,12
LGC-000502,Тетрадь B-969,Канцтовары,ИП Иванов,969,1.0,2030-08-09,Ряд 15-Стеллаж 44,24732.74,14
WUH-000503,Аккумулятор B-419,Автотовары,АО 'РегионСнаб',133,0.5,2028-11-05,Ряд 7-Стеллаж 19,36349.07,6
UAZ-000504,Шампунь Max-218,Бытовая химия,ИП Петрова,461,5.0,2030-09-25,Ряд 3-Стеллаж 1,23470.64,85
SST-000505,Тональный крем Max-767,Косметика,АО 'Торговый дом',97,1.0,2029-06-24,Ряд 16-Стеллаж 23,49837.13,28
VAN-000506,Отвертка Lite-505,Инструменты,Компания 'Логистик',1000,0.5,NULL,Ряд 18-Стеллаж 3,29045.32,7
YWD-000507,Бумага Max-370,Канцтовары,Торговый дом 'Восточный',543,0.5,2027-06-29,Ряд 11-Стеллаж 3,48926.9,11
YHW-000508,Свеча A-194,Товары для дома,Компания 'Логистик',529,0.5,2026-08-17,Ряд 16-Стеллаж 49,47505.03,12
DFA-000509,Тональный крем Pro-469,Косметика,ИП Иванов,722,0.5,2030-12-09,Ряд 2-Стеллаж 29,17858.18,14
MVW-000510,Кроссовки Max-600,Одежда,ООО 'ИмпортТрейд',95,0.1,2027-09-02,Ряд 6-Стеллаж 48,25461.45,1
FZA-000511,Подушка Pro-383,Товары для дома,ИП Иванов,426,5.0,2028-07-24,Ряд 4-Стеллаж 22,1346.81,140
PYV-000512,Консервы Max-638,Продукты питания,ООО 'Поставщик+',83,0.5,2030-09-16,Ряд 9-Стеллаж 39,32917.41,8
YIT-000513,Фантастика Pro-95,Книги,ИП Петрова,132,0.1,2029-10-01,Ряд 11-Стеллаж 4,37202.81,2
KEZ-000514,Отвертка A-306,Инструменты,АО 'Торговый дом',21,2.0,2026-09-23,Ряд 13-Стеллаж 19,32376.04,54
MLU-000515,Помада Pro-275,Косметика,ЗАО 'СкладСервис',617,0.1,NULL,Ряд 12-Стеллаж 33,10033.57,2
OKT-000516,Тетрадь Max-703,Канцтовары,ИП Петрова,190,0.5,NULL,Ряд 17-Стеллаж 22,48664.93,14
SYN-000517,Поводок B-536,Зоотовары,ООО 'ОптТорг',85,0.1,NULL,Ряд 16-Стеллаж 20,7472.9,1
LOO-000518,Смартфон Lite-17,Электроника,ООО 'ОптТорг',110,0.5,NULL,Ряд 19-Стеллаж 17,17805.11,12
CRE-000519,Чай Lite-828,Продукты питания,АО 'РегионСнаб',46,0.1,NULL,Ряд 19-Стеллаж 47,22777.16,2
GZW-000520,Чай A-14,Продукты питания,Группа 'Мегаполис',189,0.1,NULL,Ряд 4-Стеллаж 28,26742.08,0
EMR-000521,Клетка C-90,Зоотовары,Торговый дом 'Восточный',616,1.0,2028-11-24,Ряд 20-Стеллаж 24,34548.58,29
DAC-000522,Монитор B-89,Электроника,Торговый дом 'Восточный',993,0.1,NULL,Ряд 5-Стеллаж 42,12126.92,2
HMM-000523,Ноутбук B-302,Электроника,АО 'Торговый дом',170,5.0,2030-11-19,Ряд 16-Стеллаж 2,42996.83,125
OVB-000524,Смартфон Pro-410,Электроника,АО 'Торговый дом',645,2.0,2030-12-11,Ряд 19-Стеллаж 39,36567.37,32
MPP-000525,Клетка Pro-120,Зоотовары,ТД 'Универсал',237,1.0,NULL,Ряд 19-Стеллаж 21,27685.12,15
MYJ-000526,Фантастика Max-348,Книги,АО 'РегионСнаб',21,0.1,NULL,Ряд 12-Стеллаж 29,11643.55,1
XWS-000527,Дворники B-290,Автотовары,ИП Иванов,904,0.1,2030-07-02,Ряд 12-Стеллаж 31,39997.77,1
RCM-000528,Консервы C-903,Продукты питания,Группа 'Мегаполис',160,1.0,2030-12-07,Ряд 10-Стеллаж 16,10511.18,8
GRE-000529,Коврик C-804,Спорттовары,ООО 'Поставщик+',826,0.1,NULL,Ряд 8-Стеллаж 8,28120.97,2
JBW-000530,Крем Lite-625,Косметика,ИП Иванов,873,1.0,2028-09-30,Ряд 2-Стеллаж 29,39959.39,10
UYV-000531,Монитор Pro-751,Электроника,ООО 'ОптТорг',107,0.1,2030-03-11,Ряд 6-Стеллаж 47,14641.54,2
WEJ-000532,Крупа A-273,Продукты питания,АО 'Торговый дом',868,0.1,2028-03-14,Ряд 8-Стеллаж 31,17098.94,2
JTJ-000533,Клетка Lite-814,Зоотовары,Группа 'Мегаполис',155,2.0,2029-06-11,Ряд 5-Стеллаж 28,20699.8,40
RYL-000534,Наушники A-403,Электроника,Торговый дом 'Восточный',825,0.5,NULL,Ряд 11-Стеллаж 26,49098.15,6
TRQ-000535,Картина C-739,Товары для дома,ООО 'Поставщик+',646,10.0,2029-10-27,Ряд 14-Стеллаж 26,44294.85,290
TXA-000536,Помада Max-354,Косметика,ООО 'ОптТорг',625,5.0,2029-04-25,Ряд 18-Стеллаж 40,39427.66,135
XUK-000537,Мыло Lite-349,Бытовая химия,Компания 'Логистик',86,0.1,2028-11-14,Ряд 17-Стеллаж 35,14232.2,0
TEA-000538,Коврик Max-520,Спорттовары,ИП Петрова,264,0.1,2028-05-07,Ряд 17-Стеллаж 8,36612.71,1
JBQ-000539,Кроссовки Lite-240,Одежда,ТД 'Универсал',305,1.0,2029-06-27,Ряд 19-Стеллаж 37,35746.62,27
JHU-000540,Энциклопедия Pro-101,Книги,ИП Петрова,688,0.1,2029-07-21,Ряд 4-Стеллаж 21,25846.77,1
DLK-000541,Кроссовки Lite-532,Одежда,ООО 'Поставщик+',435,2.0,NULL,Ряд 3-Стеллаж 24,33857.28,38
UWP-000542,Клетка B-992,Зоотовары,АО 'РегионСнаб',450,1.0,2030-07-02,Ряд 6-Стеллаж 10,25314.01,22
SWD-000543,Стиральный порошок A-379,Бытовая химия,ТД 'Универсал',484,0.1,2026-12-20,Ряд 12-Стеллаж 8,30099.93,2
OBD-000544,Ручка C-911,Канцтовары,Компания 'Логистик',383,0.5,NULL,Ряд 5-Стеллаж 10,39200.44,10
HET-000545,Наушники Max-854,Электроника,АО 'Торговый дом',560,0.5,2029-11-25,Ряд 19-Стеллаж 29,45019.35,9
PTN-000546,Дворники A-982,Автотовары,ТД 'Универсал',683,0.5,2030-06-17,Ряд 13-Стеллаж 15,45017.21,8
RLH-000547,Футболка B-979,Одежда,ИП Иванов,724,0.1,2029-11-23,Ряд 18-Стеллаж 42,6232.89,2
QOB-000548,Одеяло B-850,Товары для дома,ООО 'ОптТорг',193,2.0,2028-11-02,Ряд 18-Стеллаж 12,48120.72,30
SXL-000549,Лыжи C-392,Спорттовары,ИП Петрова,328,0.5,2028-04-17,Ряд 11-Стеллаж 28,9066.37,3
GCC-000550,Макароны B-28,Продукты питания,Компания 'Логистик',147,0.1,NULL,Ряд 14-Стеллаж 44,8501.09,2
SHC-000551,Кофе B-505,Продукты питания,АО 'РегионСнаб',914,0.5,2028-11-03,Ряд 2-Стеллаж 13,12019.17,13
NNY-000552,Тушь Lite-987,Косметика,ООО 'Поставщик+',325,0.5,NULL,Ряд 1-Стеллаж 27,31695.39,3
PCT-000553,Поводок Lite-173,Зоотовары,ИП Иванов,311,1.0,NULL,Ряд 17-Стеллаж 14,39154.94,11
UNL-000554,Коврик Lite-257,Спорттовары,ТД 'Универсал',42,0.1,2029-10-14,Ряд 6-Стеллаж 1,3055.74,2
VJJ-000555,Поводок A-405,Зоотовары,Группа 'Мегаполис',599,2.0,2027-04-17,Ряд 6-Стеллаж 48,26727.76,18
SVS-000556,Духи Max-330,Косметика,АО 'РегионСнаб',215,1.0,2030-01-31,Ряд 9-Стеллаж 49,35402.32,15
ILP-000557,Наушники Pro-552,Электроника,Торговый дом 'Восточный',136,1.0,2028-03-09,Ряд 1-Стеллаж 44,8718.12,24
CWQ-000558,Велосипед B-860,Спорттовары,ООО 'Поставщик+',913,2.0,2028-11-08,Ряд 12-Стеллаж 25,41381.97,36
TSA-000559,Шина B-93,Автотовары,ООО 'ИмпортТрейд',958,0.1,NULL,Ряд 1-Стеллаж 49,14092.67,2
VQV-000560,Шампунь A-891,Бытовая химия,Группа 'Мегаполис',505,5.0,NULL,Ряд 20-Стеллаж 14,406.41,135
HNE-000561,Моющее средство C-956,Бытовая химия,ЗАО 'СкладСервис',756,1.0,2029-02-23,Ряд 3-Стеллаж 38,6455.91,9
OFN-000562,Крем C-443,Косметика,Группа 'Мегаполис',868,1.0,2029-07-31,Ряд 18-Стеллаж 30,147.65,20
VKD-000563,Велосипед C-6,Спорттовары,ТД 'Универсал',507,0.5,2029-06-03,Ряд 2-Стеллаж 18,45923.66,12
KIW-000564,Смартфон A-492,Электроника,Торговый дом 'Восточный',231,5.0,2029-07-25,Ряд 7-Стеллаж 11,16494.77,45
LAU-000565,Ручка Lite-635,Канцтовары,Компания 'Логистик',253,0.1,2028-02-13,Ряд 2-Стеллаж 22,26007.77,1
LCL-000566,Футболка C-626,Одежда,АО 'Торговый дом',997,0.1,2028-07-12,Ряд 5-Стеллаж 4,45959.83,2
QBR-000567,Лыжи A-465,Спорттовары,ООО 'Поставщик+',301,2.0,NULL,Ряд 14-Стеллаж 15,43235.91,56
JUW-000568,Подушка A-610,Товары для дома,АО 'Торговый дом',347,1.0,2030-09-16,Ряд 17-Стеллаж 22,29411.28,10
SPV-000569,Подушка B-320,Товары для дома,ИП Иванов,652,0.5,2030-08-28,Ряд 6-Стеллаж 16,6926.75,4
PNQ-000570,Бумага A-531,Канцтовары,Компания 'Логистик',597,2.0,2026-05-23,Ряд 16-Стеллаж 20,30186.31,32
PRB-000571,Коврик B-684,Спорттовары,ООО 'ОптТорг',879,0.1,NULL,Ряд 7-Стеллаж 41,45429.59,0
MRM-000572,Детектив B-943,Книги,ООО 'ИмпортТрейд',872,1.0,2030-07-06,Ряд 11-Стеллаж 11,5287.15,8
AFF-000573,Посуда A-76,Товары для дома,Группа 'Мегаполис',244,0.5,2030-04-09,Ряд 7-Стеллаж 26,9253.01,3
JOD-000574,Фильтр C-737,Автотовары,Группа 'Мегаполис',646,1.0,NULL,Ряд 1-Стеллаж 13,9931.36,12
EWG-000575,Мыло B-313,Бытовая химия,ООО 'Поставщик+',180,2.0,NULL,Ряд 5-Стеллаж 25,32760.72,20
LJJ-000576,Крупа B-546,Продукты питания,ООО 'ОптТорг',1000,2.0,2028-07-12,Ряд 4-Стеллаж 10,44142.02,22
JJP-000577,Поводок B-872,Зоотовары,Группа 'Мегаполис',943,0.1,2029-10-24,Ряд 5-Стеллаж 21,12396.22,2
NPM-000578,Фантастика C-511,Книги,АО 'Торговый дом',803,0.5,2029-02-06,Ряд 17-Стеллаж 25,37577.84,13
NES-000579,Гантели Pro-884,Спорттовары,Торговый дом 'Восточный',494,1.0,2030-05-31,Ряд 19-Стеллаж 42,1878.39,14
GFL-000580,Пила Lite-361,Инструменты,ИП Петрова,160,5.0,NULL,Ряд 3-Стеллаж 9,37593.56,80
FBN-000581,Папка B-272,Канцтовары,АО 'РегионСнаб',461,0.5,2030-12-14,Ряд 11-Стеллаж 18,19149.43,6
QJC-000582,Лыжи B-342,Спорттовары,ООО 'ОптТорг',559,1.0,2027-10-21,Ряд 4-Стеллаж 8,3613.87,8
FIH-000583,Поводок Pro-969,Зоотовары,Компания 'Логистик',195,1.0,2026-12-12,Ряд 9-Стеллаж 1,38515.3,16
KPR-000584,Аккумулятор B-529,Автотовары,ЗАО 'СкладСервис',524,10.0,2026-09-28,Ряд 8-Стеллаж 15,36180.63,130
POM-000585,Масло C-143,Автотовары,ООО 'ИмпортТрейд',810,0.1,2028-05-14,Ряд 14-Стеллаж 14,21962.11,2
PDY-000586,Монитор C-334,Электроника,ТД 'Универсал',829,1.0,2030-07-07,Ряд 14-Стеллаж 44,37643.68,29
POA-000587,Кофе Pro-193,Продукты питания,ИП Иванов,1000,5.0,2030-05-10,Ряд 13-Стеллаж 14,47437.2,45
MIZ-000588,Корм Pro-291,Зоотовары,Компания 'Логистик',95,0.1,2028-05-05,Ряд 20-Стеллаж 32,1390.58,1
FHN-000589,Фильтр Lite-429,Автотовары,ООО 'Поставщик+',377,0.5,2026-08-23,Ряд 14-Стеллаж 26,7893.92,5
MBY-000590,Моющее средство Lite-734,Бытовая химия,ИП Иванов,891,0.1,2030-10-29,Ряд 6-Стеллаж 39,28775.81,1
RHA-000591,Чай Lite-41,Продукты питания,ТД 'Универсал',65,2.0,2031-02-10,Ряд 11-Стеллаж 37,43968.01,42
THW-000592,Дворники Max-443,Автотовары,ООО 'ИмпортТрейд',717,2.0,2028-04-05,Ряд 20-Стеллаж 12,20781.89,24
LXE-000593,Посуда Max-939,Товары для дома,АО 'Торговый дом',402,1.0,NULL,Ряд 6-Стеллаж 18,44133.66,24
BSX-000594,Аккумулятор Pro-169,Автотовары,АО 'РегионСнаб',780,1.0,NULL,Ряд 4-Стеллаж 33,38338.63,17
GNM-000595,Футболка Max-940,Одежда,ЗАО 'СкладСервис',711,1.0,2030-05-27,Ряд 7-Стеллаж 26,1936.84,15
DRM-000596,Фильтр B-859,Автотовары,АО 'Торговый дом',84,0.5,2029-03-01,Ряд 15-Стеллаж 9,23565.85,7
ACH-000597,Мяч Max-546,Спорттовары,Торговый дом 'Восточный',400,0.1,2029-09-11,Ряд 5-Стеллаж 29,17936.45,1
FSV-000598,Велосипед B-952,Спорттовары,ЗАО 'СкладСервис',678,1.0,2029-11-22,Ряд 15-Стеллаж 4,29930.36,8
GXF-000599,Ноутбук Max-172,Электроника,АО 'РегионСнаб',28,10.0,2028-07-08,Ряд 8-Стеллаж 7,39856.36,280
BNV-000600,Ручка C-332,Канцтовары,ООО 'ОптТорг',641,0.1,2028-09-06,Ряд 13-Стеллаж 28,6084.16,1
EKI-000601,Дрель Lite-512,Инструменты,Группа 'Мегаполис',469,0.1,2030-03-26,Ряд 2-Стеллаж 5,44278.73,2
ZCN-000602,Посуда Max-494,Товары для дома,ИП Иванов,257,5.0,2030-05-05,Ряд 5-Стеллаж 22,8807.79,145
BAX-000603,Масло Lite-778,Автотовары,АО 'РегионСнаб',523,1.0,2028-07-29,Ряд 19-Стеллаж 46,49419.62,14
XIT-000604,Моющее средство Max-613,Бытовая химия,ИП Петрова,81,0.1,2029-04-18,Ряд 5-Стеллаж 25,10259.05,0
ZLW-000605,Макароны C-249,Продукты питания,Компания 'Логистик',325,1.0,2030-06-28,Ряд 10-Стеллаж 49,1233.48,30
FBX-000606,Стиральный порошок Pro-72,Бытовая химия,ЗАО 'СкладСервис',712,1.0,2031-02-01,Ряд 11-Стеллаж 12,22145.93,7
YBZ-000607,Шампунь C-169,Бытовая химия,ИП Иванов,93,0.1,2029-04-23,Ряд 8-Стеллаж 33,3954.32,3
SGE-000608,Шампунь Pro-172,Бытовая химия,Компания 'Логистик',292,1.0,NULL,Ряд 16-Стеллаж 6,47553.11,18
MKP-000609,Ключ Lite-157,Инструменты,ИП Иванов,839,5.0,NULL,Ряд 13-Стеллаж 28,42709.41,80
OEJ-000610,Духи A-14,Косметика,ТД 'Универсал',290,0.5,2030-01-12,Ряд 5-Стеллаж 46,23489.46,5
WSJ-000611,Пила A-944,Инструменты,АО 'РегионСнаб',962,0.5,2030-11-28,Ряд 10-Стеллаж 42,49376.73,4
DYE-000612,Пила Max-253,Инструменты,Компания 'Логистик',789,5.0,2030-11-26,Ряд 12-Стеллаж 45,2932.35,95
GAV-000613,Поводок B-617,Зоотовары,Торговый дом 'Восточный',692,0.1,2029-08-18,Ряд 20-Стеллаж 30,47216.05,1
PRE-000614,Платье C-709,Одежда,АО 'Торговый дом',659,1.0,2028-08-12,Ряд 17-Стеллаж 13,43806.51,12
HZR-000615,Дрель Max-215,Инструменты,ИП Петрова,315,1.0,2028-10-10,Ряд 19-Стеллаж 50,39886.82,11
YKI-000616,Макароны B-721,Продукты питания,ТД 'Универсал',1,0.1,2030-07-02,Ряд 10-Стеллаж 47,21575.93,1
DMN-000617,Куртка Pro-452,Одежда,ТД 'Универсал',580,2.0,2026-06-19,Ряд 2-Стеллаж 48,9177.33,26
QQW-000618,Чай Max-779,Продукты питания,АО 'Торговый дом',300,0.1,NULL,Ряд 11-Стеллаж 2,29303.04,2
CBT-000619,Планшет Pro-485,Электроника,ЗАО 'СкладСервис',596,2.0,NULL,Ряд 17-Стеллаж 1,18814.51,46
TPI-000620,Корм A-468,Зоотовары,ООО 'ИмпортТрейд',322,2.0,2030-04-15,Ряд 20-Стеллаж 4,48766.49,34
WKV-000621,Чай Lite-424,Продукты питания,ООО 'Поставщик+',616,0.1,NULL,Ряд 8-Стеллаж 24,22623.31,2
RAQ-000622,Степлер A-357,Канцтовары,ООО 'Поставщик+',648,0.5,2029-12-27,Ряд 15-Стеллаж 15,30357.81,9
LYY-000623,Лоток Max-517,Зоотовары,Торговый дом 'Восточный',926,0.1,NULL,Ряд 7-Стеллаж 46,7200.91,2
AMC-000624,Корм A-446,Зоотовары,ООО 'ОптТорг',895,0.5,2030-11-13,Ряд 18-Стеллаж 16,12205.63,6
ZAY-000625,Степлер Max-743,Канцтовары,АО 'РегионСнаб',784,0.1,NULL,Ряд 16-Стеллаж 43,6198.75,1
MUI-000626,Шампунь B-229,Бытовая химия,ИП Петрова,784,5.0,2030-04-12,Ряд 13-Стеллаж 42,32123.01,120
GHC-000627,Ручка C-64,Канцтовары,Торговый дом 'Восточный',606,5.0,2030-03-24,Ряд 5-Стеллаж 21,47705.73,125
PEK-000628,Молоток Pro-10,Инструменты,ООО 'ИмпортТрейд',789,0.5,2028-11-14,Ряд 17-Стеллаж 43,30100.8,7
NLD-000629,Крем Lite-328,Косметика,Группа 'Мегаполис',511,1.0,2027-01-10,Ряд 10-Стеллаж 10,37365.64,29
IZD-000630,Энциклопедия B-848,Книги,ИП Петрова,489,1.0,2028-07-20,Ряд 10-Стеллаж 46,48326.46,8
SWY-000631,Моющее средство A-562,Бытовая химия,Торговый дом 'Восточный',753,0.1,2026-11-13,Ряд 13-Стеллаж 20,49220.26,2
KKM-000632,Ручка B-332,Канцтовары,АО 'РегионСнаб',400,0.1,NULL,Ряд 7-Стеллаж 45,42819.8,1
TPU-000633,Словарь Max-201,Книги,Компания 'Логистик',468,1.0,NULL,Ряд 16-Стеллаж 19,44866.04,13
TAS-000634,Подушка C-998,Товары для дома,АО 'Торговый дом',694,2.0,2026-09-17,Ряд 14-Стеллаж 44,42090.92,16
MYD-000635,Велосипед Pro-310,Спорттовары,ЗАО 'СкладСервис',346,1.0,2027-01-24,Ряд 13-Стеллаж 16,1747.94,14
RYQ-000636,Молоток A-120,Инструменты,Торговый дом 'Восточный',814,1.0,2030-04-22,Ряд 9-Стеллаж 41,32677.11,18
CMR-000637,Велосипед C-586,Спорттовары,Группа 'Мегаполис',23,1.0,2028-09-10,Ряд 19-Стеллаж 12,19228.8,27
DIS-000638,Лыжи Max-839,Спорттовары,ИП Иванов,415,2.0,2031-02-19,Ряд 16-Стеллаж 5,25969.11,50
UDT-000639,Корм B-589,Зоотовары,АО 'Торговый дом',185,2.0,NULL,Ряд 18-Стеллаж 29,40035.62,20
FEO-000640,Смартфон Lite-927,Электроника,АО 'Торговый дом',127,0.5,2029-02-15,Ряд 14-Стеллаж 43,54.27,8
URL-000641,Одеяло A-193,Товары для дома,ТД 'Универсал',711,0.5,2031-01-10,Ряд 7-Стеллаж 45,4995.51,4
